Date,BTC-USD,DIA,ETH-USD,GLD,QQQ,SPY,TLT,VIX
2024-08-16,0.0231759129469639,0.0029266203391418,0.0089875833552688,0.0223877385265893,0.0012857306108033,0.0022420920844279,0.0035012120949178,-0.0282337074475266
2024-08-19,0.0172609412502557,0.0058269872507912,0.0091641582536232,-0.0016380226467286,0.0131359750970776,0.009561370914747,0.004618246307708,-0.0101351736669905
2024-08-20,-0.0080792109215798,-0.0013443273730298,-0.0243428154484458,0.0036699887797402,-0.0020986020371315,-0.0016261140417987,0.0079682678038661,0.083959080405358
2024-08-21,0.0366428757006145,0.0010523674238063,0.0226529933357029,-0.0013336178629831,0.0046641813780896,0.0034364414493197,0.000607995554319,0.024559215397492
2024-08-22,-0.0129673046461273,-0.0036920247282862,-0.003208978571182,-0.0119750112099357,-0.0158548462317088,-0.0078483566284003,-0.0099261156306422,0.0786723259547352
2024-08-23,0.0614826718213559,0.0106753734349334,0.0539451873202012,0.0115534255207159,0.0108454446615446,0.0106253094436228,0.0065473630161489,-0.0962962765727367
2024-08-26,-0.0225835970701276,0.0021611107862771,-0.0246683332519281,0.0031893380775309,-0.0097083870848502,-0.0023836693208421,-0.0025408449842042,0.0182849916854148
2024-08-27,-0.0536973901889672,0.0004118268841137,-0.0830234009249578,0.002706671669018,0.0029873843457015,0.0013730985152622,-0.0017323904103557,-0.044582001879949
2024-08-28,-0.008007978437422,-0.0037540477551385,0.0283435197336019,-0.0070268623074566,-0.011347504258488,-0.0058055825658068,-0.0012246796721903,0.1088788251424888
2024-08-29,0.0061082363977882,0.0062478261959895,0.0001491832578726,0.0051779803591895,-0.0014637594070461,8.974548448503761e-05,-0.003270629794895,-0.0853302711712347
2024-08-30,-0.0045245219909738,0.0055567465202159,-0.0011747515310726,-0.0071260085162319,0.0119193965533885,0.0095459866384983,-0.010663097480788,-0.0415335229631983
2024-09-03,-0.0284450427036115,-0.0143195963782277,-0.0463257767220719,-0.0043235765879541,-0.0303609300492961,-0.0205789961944716,0.0163551937819632,0.3813332875569659
2024-09-04,0.0094115617770285,0.0004142299766616,0.0117215760329034,0.0006079265001952,-0.0025984535479404,-0.0020468769013446,0.0128898145294713,0.0289575483278619
2024-09-05,-0.0312403432880655,-0.0047754997177603,-0.0331728310509111,0.0083323069425074,0.0009336564248683,-0.0024320392583009,0.0056562342537815,-0.066604132111628
2024-09-06,-0.0393823921886807,-0.0097682366772627,-0.0607588810067132,-0.0074026304089563,-0.0267874007341084,-0.0168301579231198,-0.0001005714120037,0.1246230949636313
2024-09-09,0.0397138319111138,0.0113233365164948,0.0266353529204719,0.0042058760792897,0.0128596782989951,0.0111960846976155,0.0043190745906347,-0.1309203980205504
2024-09-10,0.0110343898722757,-0.0019312835278439,0.0131859707258841,0.0044040975250061,0.0092416744710892,0.0043559000250688,0.0070009138081488,-0.0190231786488364
2024-09-11,-0.0053000155169341,0.0024739172340171,-0.0208151558012874,-0.0015905559494191,0.0217155002040667,0.0102588328278108,-0.0007947257642239,-0.0728511213420615
2024-09-12,0.0136692794995481,0.0065971244124936,0.0093767825950588,0.0175672845255314,0.009816032542016,0.0084232853476851,-0.0046713925666933,-0.035048096128643
2024-09-13,0.0420508295579824,0.0072093981320422,0.03379882152498,0.0099436839441422,0.0044798980992752,0.0052227385698044,0.0026962862305786,-0.0298769910954639
2024-09-16,-0.0167333671885179,0.00588018652415,-0.011036044683605,-8.374817448175698e-05,-0.0044178605392637,0.0014767910499231,0.009162259404315,0.0350241511117734
2024-09-17,0.0363626062794542,-0.0002874115182306,0.0202258537536954,-0.0055309113549144,0.0005282804484421,0.0004089012702179,-0.0048357682547885,0.0274213090688311
2024-09-18,0.0222379889456469,-0.0025643786636059,0.0119661559264923,-0.0077104654052888,-0.0043295994162577,-0.002965840428997,-0.0123956964012051,0.0352072067232249
2024-09-19,0.0209372919744741,0.012542291416961,0.0400987594795603,0.0155407572819721,0.025284134846367,0.017064154230888,-0.0033137430036201,-0.1042237886034085
