Date,view_confidence,cash_weight,gross_exposure,max_asset_weight,BTC-USD_weight,BTC-USD_posterior_return,DIA_weight,DIA_posterior_return,ETH-USD_weight,ETH-USD_posterior_return,GLD_weight,GLD_posterior_return,QQQ_weight,QQQ_posterior_return,SPY_weight,SPY_posterior_return,TLT_weight,TLT_posterior_return,VIX_weight,VIX_posterior_return,CASH_weight
2025-02-19,0.6214790045895062,0.15140839816419752,0.8485916018358025,0.2854531292050454,0.013228232097883678,6.475631984997202e-05,0.11110009548247864,0.00014411880080031055,0.0,-0.00014890710224585142,0.2854531292050454,0.0004755118016016776,0.12273714266796108,0.00024236373350432818,0.15970897710313087,0.00022061746107722733,0.0713402089975971,0.0001057230147564839,0.08502381628170573,0.0015471749450256802,0.15140839816419752
2025-02-20,0.6214790045905879,0.15140839816415425,0.8485916018358458,0.2864747210305302,0.01610363004615129,0.00020190832830896242,0.10516221595402112,6.599797743068908e-05,0.0,-0.00017075883327385938,0.2864747210305302,0.0004748429748086915,0.12136725885348507,0.00021186221409258074,0.15848243607770085,0.00020040998104715773,0.07593500841119254,0.00017089616000023604,0.08506633146276475,0.0015293874683388318,0.15140839816415425
2025-02-21,0.62147317531597,0.15140863133510002,0.8485913686648999,0.29282724892747714,0.018708572036070577,0.00013196536226423315,0.094645994358619,-6.967152506824964e-05,0.0,-0.00018409783828991755,0.29282724892747714,0.0003899206844542147,0.11006287813917731,1.0486578622716033e-05,0.1432223165331503,5.185736828970449e-06,0.09647786650398409,0.00026672364339946794,0.0926464921664216,0.0018742936988582054,0.15140863133510002
2025-02-24,0.488104647018609,0.15674358232084568,0.8432564176791544,0.2936896610625897,0.019042938777329658,7.83779146213019e-05,0.08518139492275711,-0.00010658637968122251,0.0005614028447004939,2.625502370573186e-05,0.2936896610625897,0.00035653597470141,0.09905659032525958,-0.00010661731168393234,0.12890008487983526,-6.0710505316380515e-05,0.11430768081380786,0.0002963024710433378,0.10251666405287473,0.0025412103144681958,0.15674358232084568
2025-02-25,0.4342587108855696,0.1636988756533383,0.8363011243466616,0.2835427934210229,0.02142740099399707,0.00015092209040999078,0.07666325543048139,-8.662641454256611e-05,0.0039198121132853455,0.00016197380718640646,0.2835427934210229,0.0002229363018579204,0.08915093129273362,-0.00016173215794175832,0.11601007639185171,-9.827372755249748e-05,0.13200666082606508,0.00030806001039487753,0.11358019387722454,0.0027755322176985986,0.1636988756533383
2025-02-26,0.5967799253723538,0.16345779107311034,0.8365422089268899,0.28717850058192307,0.019284660894597367,-0.00010563513290248245,0.06899692988743326,-2.395743459597112e-05,0.0035278309019568114,-0.00011889837035198149,0.28717850058192307,0.0003521939058605888,0.08023583816346028,-9.76347406388024e-05,0.10440906875266655,-3.706005963162102e-05,0.1538059947434586,0.0004466096827700157,0.11910338500139389,0.0020794266778475295,0.16345779107311034
2025-02-27,0.6214785351764298,0.16225287055874205,0.8377471294412577,0.2892664769668028,0.017356194805137625,-0.0001144891876726726,0.062097236898689914,-4.238886627911089e-05,0.003175047811761129,-0.00015645996827519046,0.2892664769668028,0.0003102633115316041,0.07221225434711423,-0.00018751357357951374,0.09396816187739986,-0.00010310261602894798,0.17342539526911266,0.00047156683102214474,0.12624636146523954,0.0021497922455998367,0.16225287055874205
2025-02-28,0.621478990574226,0.16116842387989883,0.8388315761201013,0.2865219001281118,0.015620575324623867,-8.220210553020976e-05,0.06030266716096425,3.241869512156115e-05,0.002857543030585017,-0.00016015652663784136,0.2865219001281118,0.0002383806148352118,0.06499102891240283,-0.00011915308834128016,0.08457134568965989,-2.3543042614975284e-05,0.19108285574220146,0.00045929029279017015,0.1328836601315521,0.0019477279343136351,0.16116842387989883
2025-03-03,0.6214790045365819,0.16019242131044567,0.8398075786895544,0.28458453225260383,0.01405851779216148,-1.0882589049623025e-07,0.05427240044486783,-0.00013038148516643575,0.0025717887275265154,-0.00017397925889855689,0.28458453225260383,0.00022192950555698318,0.058491926021162544,-0.00026520835801562703,0.0761142111206939,-0.0001847333937002328,0.20697457016798132,0.0004440398566145478,0.142739632162557,0.002133088725453741,0.16019242131044567
2025-03-04,0.6214790045917156,0.15931401899573247,0.8406859810042675,0.2829953885229654,0.015112737358072772,6.808539891580559e-05,0.04884516040038103,-0.00015933314186664175,0.0023146098547738633,-0.00011302960910064644,0.2829953885229654,0.00024339908630919657,0.052642733419046274,-0.00023176319823824327,0.0685027900086245,-0.0001926621426605346,0.22127711315118315,0.0003949733984905007,0.14899544828922048,0.0020657425387050196,0.15931401899573247
