simulation_id,BTC-USD,DIA,ETH-USD,GLD,QQQ,SPY,TLT,VIX
0,0.06433918761810206,0.14102199926602085,0.06777460438656756,0.21121665625875188,0.024446903077870227,0.10371270947255691,0.16013854402989122,0.22734939589023934
1,0.1477395066506772,0.1825454201606346,0.045916452115804106,0.1324524369361884,0.0678586711072854,0.16441647866237472,0.17645863604668158,0.08261239832035396
2,0.14080344844740705,0.02171864327628181,0.1318781246476911,0.43079353366986506,0.1154926571860569,0.04557009997381416,0.0669849117178467,0.04675858108103722
3,0.03900702140730613,0.16552669371986176,0.04659104702543227,0.19504571797705794,0.18416903840355728,0.005307442324631868,0.17397898394368935,0.19037405519846332
4,0.012345779314070385,0.3156420139205205,0.020709268959481896,0.1760672249622383,0.06174990910062497,0.16739158696292633,0.01719428008056514,0.22889993669957254
5,0.10251543168490412,0.15092759694331417,0.07491602778388573,0.11275620279810751,0.1513814903618606,0.1842294666254611,0.1297416129447508,0.09353217085771603
6,0.22677081377561273,0.04664053318001241,0.2167635193883062,0.03195722203961361,0.013415767170096456,0.18514979848670293,0.13882146846970372,0.1404808774899518
7,0.10620027694884147,0.17050873270111863,0.15652694019520022,0.10225142913118379,0.038053735739037184,0.14700804971344733,0.12445329601053814,0.1549975395606333
8,0.21410369242829586,0.04442477802005391,0.12740829274703983,0.06519482865878523,0.20796647404917798,0.0862515104195587,0.1753113195336232,0.07933910414346536
9,0.0011390918919283587,0.24640716787146597,0.06088851847176855,0.18355372408081613,0.28663912568114963,0.006599506706968812,0.12762790291478573,0.0871449623811168
10,0.16990093883865867,0.22275122418759,0.018284879787247764,0.19079212904033382,0.015680469961761843,0.07051562972386557,0.19412733249276548,0.11794739596777681
11,0.17514574968052143,0.11726215196278987,0.1713869562414902,0.19848487930138417,0.11977175028866942,0.049694095509035426,0.09432950526968949,0.07392491174642014
12,0.16817835105436635,0.11806735208842696,0.19788948106438742,0.04094206099674588,0.06939374282071642,0.25966177626649045,0.09296609073910421,0.05290114496976228
13,0.16776194381141038,0.10335531216227352,0.16245582077903226,0.1332224149162299,0.058732149353943865,0.05610754494281088,0.1574838874578402,0.16088092657645903
14,0.02687954533977738,0.3149437116469656,0.1863128857224665,0.08023662719656341,0.11234830271619524,0.027578553353073458,0.2347453572974086,0.016955016727549788
15,0.10758213609416124,0.10703216846865515,0.17084220566493036,0.10069509483245023,0.10630083752929702,0.17899693845013567,0.16182605754948776,0.06672456141088247
16,0.008759543335688997,0.20050199117826722,0.03164489812058582,0.2021719585199892,0.05730031404285962,0.06035081626654615,0.21441244893418523,0.2248580296018777
17,0.050835242781191656,0.09856452700341191,0.16808805117585396,0.1819634602818323,0.21090598780877534,0.015424004895710365,0.05123626842370277,0.2229824576295216
18,0.21223968199740317,0.1496921961419515,0.22097296934794006,0.05557880018257285,0.0063043158205960195,0.17636184824217896,0.16602767908388424,0.012822509183473246
19,0.1458888874407439,0.2506444123643685,0.2395387989747381,0.03139417319570947,0.21557052642412322,0.029476526917332182,0.027654484716278006,0.05983218996670655
20,0.13545129165560524,0.1413025989995914,0.2371772909924441,0.10665553009514706,0.09943669093377851,0.10552961278763948,0.0721018351489431,0.10234514938685109
21,0.1711242740182608,0.01892433104226851,0.144264879449383,0.15524675878307073,0.2000509470591402,0.04987530994367122,0.11933348681168211,0.14118001289252344
22,0.07674707501296352,0.10658170125261472,0.16917529020353042,0.1131458588883879,0.19980931141257624,0.03300741858752221,0.13445585122785003,0.167077493414555
23,0.21168536767971838,0.03515217206938023,0.12328051399336112,0.18901643576566723,0.1301967038377282,0.03022892729673914,0.14637534972196287,0.13406452963544274
24,0.04340373165854284,0.17706827355419258,0.0797035309680741,0.21447548936713254,0.019690199836202016,0.13800885271620886,0.17396553266501288,0.1536843892346342
25,0.004064731820501462,0.14770706163802633,0.06569374203553957,0.1336586607259491,0.0899445358829443,0.12894004871108408,0.22103220184429345,0.2089590173416616
26,0.17166186009495427,0.05902889584781366,0.09478777809712828,0.0033649342534914366,0.07121290461729725,0.20810420866204174,0.17472586195300835,0.21711355647426495
27,0.07606430648856301,0.1356986441835837,0.2048096030497837,0.05180552903299349,0.15279541140414382,0.018550756344904714,0.14630888872138867,0.213966860774639
28,0.2166485665459726,0.1814446426136721,0.009627255580780697,0.07577592649885045,0.005637059627549343,0.2537282939015423,0.24935280896502357,0.007785446266608952
29,0.1603744070256101,0.09039171133094902,0.026640250450282565,0.15420363850405458,0.056853689587785576,0.21927229855158692,0.2608593357978158,0.03140466875191552
30,0.06188999164833239,0.1540616636679768,0.12929556383589857,0.11607116218259465,0.08775431266927235,0.1602160339196036,0.14442875337961716,0.1462825186967045
31,0.030853624326017896,0.2621002033028209,0.3032367056833749,0.12396074976866349,0.016649805954536093,0.0072549165682828905,0.11859925674183916,0.13734473765446453
32,0.02765059454958138,0.22795335143846954,0.09495824913134482,0.11026942562359054,0.21140597342142728,0.1215296450783715,0.05958332061876726,0.14664944013844763
33,0.1620527056993265,0.05156444215192087,0.177642303459498,0.15376272482844192,0.12924549950532768,0.020688066128022785,0.1533588569816108,0.1516854012458514
34,0.13355724541956088,0.13055967801783455,0.13151054759059375,0.10688018424987832,0.08115540593082507,0.08848243707491851,0.14284187488553304,0.18501262683085595
35,0.18095416051823893,0.0006884899097912493,0.14829425766888904,0.14349254030560513,0.1256457596467947,0.23829197378313077,0.10858642780173546,0.054046390365814656
36,0.04050142394422725,0.10837462449009866,0.14642022362411375,0.13821128266127186,0.10330504310225049,0.1417226252545548,0.18162612377219892,0.13983865315128427
37,0.05944087802613035,0.2701156259603503,0.06718528427617375,0.18632269022698897,0.05563140257153012,0.13204757480608434,0.10801104550434712,0.12124549862839505
38,0.058879213590296985,0.05507375873059849,0.1618481324901204,0.16317702750444993,0.1784828696694401,0.15890456064159977,0.06972420456680692,0.1539102328066874
39,0.008084370693755385,0.010818930802543607,0.05168219939503119,0.2286713876165147,0.27161691100863067,0.24698839474883238,0.14314956198879436,0.03898824374589781
40,0.19581039895708746,0.19654362159495964,0.04702005673292919,0.16481864806899282,0.06377081635933468,0.13110706966060293,0.03320267531175218,0.1677267133143412
41,0.049907017730971254,0.12475517386621532,0.22469655631718,0.0391951889687118,0.06319647981103933,0.2154182008694027,0.04939642826583164,0.2334349541706479
42,0.02387973546088038,0.04522422050649059,0.15241759652961262,0.19532428934750276,0.07643123158794041,0.2453674834505778,0.2021438959959337,0.059211547121061824
43,0.05477353158858555,0.017782611093260313,0.18422968301581286,0.09682511185544651,0.19025899664958043,0.1557388752511931,0.12977352267840309,0.1706176678677181
44,0.2522128995983447,0.13147200989713934,0.11488127573261343,0.03097072255672866,0.06616763754305768,0.13322132784322557,0.2245652233332297,0.04650890349566089
45,0.05014830180760626,0.16727875102250056,0.07519349880542321,0.0785495204681437,0.07013051447049018,0.07445386706860127,0.21169711814311098,0.27254842821412384
