Date,BTC-USD_rolling_vol_20,BTC-USD_rolling_vol_60,BTC-USD_ewma_vol,DIA_rolling_vol_20,DIA_rolling_vol_60,DIA_ewma_vol,ETH-USD_rolling_vol_20,ETH-USD_rolling_vol_60,ETH-USD_ewma_vol,GLD_rolling_vol_20,GLD_rolling_vol_60,GLD_ewma_vol,QQQ_rolling_vol_20,QQQ_rolling_vol_60,QQQ_ewma_vol,SPY_rolling_vol_20,SPY_rolling_vol_60,SPY_ewma_vol,TLT_rolling_vol_20,TLT_rolling_vol_60,TLT_ewma_vol,VIX_rolling_vol_20,VIX_rolling_vol_60,VIX_ewma_vol
2024-11-08,0.02876091888136851,0.026869721989696227,0.031172956729492662,0.010120347534646083,0.007554545838852994,0.011389382104285195,0.04159674336485093,0.034350729696330955,0.045336080909066566,0.010632102061986457,0.008997396307869082,0.012159487321321688,0.011571808071407777,0.011269334042674642,0.012362003621473328,0.008798817202668747,0.007889962545864514,0.009680265850924167,0.011138866100349417,0.008415240659245458,0.012145433134305755,0.06972695185287264,0.08538781702960853,0.08090654300125555
2024-11-11,0.0343992871388993,0.02959581301311058,0.040617645991627316,0.010155774460050001,0.007581458126931344,0.010878235070209874,0.041058550228431474,0.035079072865531476,0.04508550166046038,0.011913307470628014,0.009141315708802975,0.01344110314656262,0.011489885341888157,0.011272314143721483,0.011836419413654342,0.008662561104133992,0.007889357107109468,0.009231562524963693,0.011178488332767019,0.008415254521973321,0.011645427791194363,0.06956823722590671,0.08528930297536678,0.07725233630749982
2024-11-12,0.03468853702279392,0.029614712848037534,0.03949697808703512,0.01017510872006301,0.0076612619569902795,0.010940412169615903,0.042172826834806665,0.03546422992962797,0.04608892444283458,0.012006267733448036,0.009216621232288476,0.012901032275474898,0.010972294157475042,0.011173184727054905,0.011371157798752642,0.008467373226821557,0.007835699759346856,0.008967976178652033,0.01118318174639004,0.00858239224302203,0.011910801878190071,0.06817427407950116,0.08531406834728618,0.07348206994766035
2024-11-13,0.03494164823478321,0.029725005612945894,0.03779290300632551,0.010076550170416141,0.007653685820816906,0.010416837462700893,0.04246411486825606,0.03537972817067781,0.04471031427368726,0.01207382018302622,0.009310460005599094,0.012432981454317203,0.01099123083818199,0.011169678435562038,0.010892282690799403,0.008442797807917159,0.007827725200300568,0.008549035914768254,0.011198193382869401,0.00856636760707845,0.011560988835884868,0.06805474929330117,0.08489193780837281,0.07042924836160984
2024-11-14,0.03648086428325782,0.02995860710345885,0.03949913132719434,0.010135294779267102,0.007694215299551729,0.010139923962148842,0.043719000989966915,0.03572726038893225,0.04529025508944626,0.011930675501271306,0.00931596204352851,0.011834387434212003,0.011177201128174457,0.011208492452200923,0.01075049835772015,0.008615937191557557,0.00788321889034298,0.008535897887569383,0.010907497346665344,0.008612636568392151,0.011281219261172868,0.06845037821111474,0.0848753703269418,0.06815242484819066
2024-11-15,0.03723646770182937,0.03027772792009822,0.03874024400023339,0.010267552028251772,0.007736149717656662,0.009968158759925742,0.04372036763554509,0.03576317367599674,0.043174240201116224,0.011538614461490312,0.009178571746812468,0.01127562586916446,0.012485604089619894,0.011455768280865305,0.012787594461431118,0.009113907892198599,0.00800298233963321,0.009173288201926335,0.01089446523387446,0.008539803518888778,0.010733877109040686,0.07430999307857274,0.08586889057023121,0.07813355979889104
2024-11-18,0.03631906932715797,0.029385965135575533,0.03692034305661011,0.010104936180453895,0.007638045474233308,0.009494079398304088,0.04389717197268065,0.03551757182457591,0.042563686173456856,0.012536239069791788,0.009378615066293991,0.012727260590154138,0.012570549015224003,0.0114089888671913,0.01238290221649721,0.00914519282796013,0.007913017409839006,0.008811641003638527,0.010272805050344553,0.008488867802082656,0.010268417226252808,0.07445313831775811,0.08503801517506546,0.07492461760740755
2024-11-19,0.036208268236886915,0.02922241836384495,0.035153965176222754,0.010138704726452388,0.007654467344604102,0.009104204424023236,0.04435968357481429,0.03559125620203756,0.04219289068700484,0.012444578234825176,0.009434170927764529,0.012514072795031502,0.012650355452497776,0.011351636675821977,0.011960652994681952,0.009170025803521364,0.007909773445537617,0.008438497881108023,0.010352847315960059,0.008526234149511848,0.009967960652411864,0.07544607601548146,0.08522754047993222,0.07320672663515773
2024-11-20,0.03562749720291001,0.028229937096347416,0.03349496171814668,0.009866682291001004,0.007660769080532172,0.008706529650156681,0.04313427026811112,0.03388780932354197,0.040506446412244844,0.01232591377859789,0.00945184548515587,0.01204856486790008,0.012076167714008582,0.011350625283937005,0.011382667343317594,0.008878720514018768,0.007909933761916841,0.008027410589276538,0.010358507459829183,0.008530133589796702,0.009507030047885548,0.07514810720083118,0.0851929950311238,0.07126885117304876
2024-11-21,0.03612338559409797,0.028563565537820548,0.03298830176373227,0.010035452376448149,0.00773923659357839,0.008825790711216419,0.04729068423487339,0.03575131813887371,0.04713399265880001,0.012351242174150406,0.009443593218011232,0.011730684414935733,0.011989307205284698,0.011238815245740125,0.01086673449163295,0.008927552216530082,0.007880393535827625,0.0077650875396771055,0.010223093090847343,0.008530254057717224,0.009043528422428065,0.0752049945377153,0.08413724807056479,0.06808006979327617
