Date,asset,uncertainty_adjusted_signal,risk_adjusted_score,raw_weight,constrained_weight,final_weight,hedging_regime_label
2024-08-03,BTC-USD,-0.1716790063920071,-0.26230810421517553,0.0,0.0,0.0,high_hedge_risk_off
2024-08-03,DIA,-0.0794517242536961,-0.10956765599971219,0.0,0.0,0.0,high_hedge_risk_off
2024-08-03,ETH-USD,-0.2642534384133418,-0.38151877969349124,0.0,0.0,0.0,high_hedge_risk_off
2024-08-03,GLD,0.1325635264489295,0.09329748499989785,0.15957837090730548,0.022254855981757374,0.10781544929283333,high_hedge_risk_off
2024-08-03,QQQ,-0.1938141521505674,-0.23694185794093095,0.0,0.0,0.0,high_hedge_risk_off
2024-08-03,SPY,-0.1496213088547674,-0.18486919281523018,0.0,0.0,0.0,high_hedge_risk_off
2024-08-03,TLT,0.2327406608924283,0.2056572237590403,0.3517613013129216,0.10552839039387647,0.35,high_hedge_risk_off
2024-08-03,VIX,0.4471792638904121,0.285695231389227,0.48866032777977286,0.024433016388988645,0.05,high_hedge_risk_off
2024-08-03,CASH,0.0,0.0,0.0,0.0,0.4921845507071667,high_hedge_risk_off
2024-08-04,BTC-USD,-0.2148939910909962,-0.30552308891416463,0.0,0.0,0.0,high_hedge_risk_off
2024-08-04,DIA,-0.054149158315378,-0.0842650900613941,0.0,0.0,0.0,high_hedge_risk_off
2024-08-04,ETH-USD,-0.3165499066676516,-0.433815247947801,0.0,0.0,0.0,high_hedge_risk_off
2024-08-04,GLD,0.1488394139867845,0.10957337253775284,0.1772658901187427,0.02472156365954005,0.11094171882004718,high_hedge_risk_off
2024-08-04,QQQ,-0.1537650953191922,-0.19689280110955573,0.0,0.0,0.0,high_hedge_risk_off
2024-08-04,SPY,-0.1130402654326815,-0.14828814939314428,0.0,0.0,0.0,high_hedge_risk_off
2024-08-04,TLT,0.2714999780442509,0.2444165409108629,0.395412815001019,0.11862384450030569,0.35,high_hedge_risk_off
2024-08-04,VIX,0.4256241634979753,0.2641401309967902,0.42732129488023846,0.021366064744011926,0.05,high_hedge_risk_off
2024-08-04,CASH,0.0,0.0,0.0,0.0,0.48905828117995287,high_hedge_risk_off
2024-08-05,BTC-USD,-0.231942374178828,-0.32257147200199643,0.0,0.0,0.0,high_hedge_risk_off
2024-08-05,DIA,-0.1522200241029596,-0.1823359558489757,0.0,0.0,0.0,high_hedge_risk_off
2024-08-05,ETH-USD,-0.2876672020590558,-0.40493254333920525,0.0,0.0,0.0,high_hedge_risk_off
2024-08-05,GLD,0.1472836823485246,0.10801764089949295,0.15748644489829186,0.021963115241515493,0.10078395169809097,high_hedge_risk_off
2024-08-05,QQQ,-0.2012310998530903,-0.24435880564345383,0.0,0.0,0.0,high_hedge_risk_off
2024-08-05,SPY,-0.1805644363614724,-0.21581232032193517,0.0,0.0,0.0,high_hedge_risk_off
2024-08-05,TLT,0.2702663382788737,0.24318290114548569,0.35455329557780657,0.10636598867334197,0.35,high_hedge_risk_off
2024-08-05,VIX,0.496168812010408,0.3346847795092229,0.48796025952390165,0.024398012976195083,0.05,high_hedge_risk_off
2024-08-05,CASH,0.0,0.0,0.0,0.0,0.499216048301909,high_hedge_risk_off
2024-08-06,BTC-USD,-0.2086085222026067,-0.29923762002577514,0.0,0.0,0.0,high_hedge_risk_off
2024-08-06,DIA,-0.1162417810258104,-0.1463577127718265,0.0,0.0,0.0,high_hedge_risk_off
2024-08-06,ETH-USD,-0.314976611942668,-0.43224195322281744,0.0,0.0,0.0,high_hedge_risk_off
2024-08-06,GLD,0.1240649769689974,0.08479893551996576,0.13835862185207945,0.019295542282111954,0.08536708669273843,high_hedge_risk_off
2024-08-06,QQQ,-0.1567818352892904,-0.19990954107965395,0.0,0.0,0.0,high_hedge_risk_off
2024-08-06,SPY,-0.1323871460820685,-0.16763503004253127,0.0,0.0,0.0,high_hedge_risk_off
2024-08-06,TLT,0.2606598088214334,0.2335763716880454,0.38110507739048183,0.11433152321714454,0.35,high_hedge_risk_off
2024-08-06,VIX,0.4560010364830407,0.29451700398185554,0.4805363007574388,0.02402681503787194,0.05,high_hedge_risk_off
2024-08-06,CASH,0.0,0.0,0.0,0.0,0.5146329133072617,high_hedge_risk_off
2024-08-07,BTC-USD,-0.2106282910877386,-0.30125738891090703,0.0,0.0,0.0,high_hedge_risk_off
2024-08-07,DIA,-0.0861144856896646,-0.11623041743568069,0.0,0.0,0.0,high_hedge_risk_off
2024-08-07,ETH-USD,-0.3601479683848212,-0.47741330966497064,0.0,0.0,0.0,high_hedge_risk_off
2024-08-07,GLD,0.1492440462523615,0.10997800480332987,0.1763238136984563,0.024590181349155003,0.1053162809478117,high_hedge_risk_off
2024-08-07,QQQ,-0.1438236411896609,-0.18695134698002444,0.0,0.0,0.0,high_hedge_risk_off
2024-08-07,SPY,-0.1105504955124251,-0.14579837947288787,0.0,0.0,0.0,high_hedge_risk_off
