Date,BTC-USD,DIA,ETH-USD,GLD,QQQ,SPY,TLT,VIX,market_mean_return,market_volatility,cross_asset_dispersion,regime,regime_label,risk_signal,signal_strength
2024-08-16,0.0231759129469639,0.0029266203391418,0.0089875833552688,0.0223877385265893,0.0012857306108033,0.0022420920844279,0.0035012120949178,-0.0282337074475266,0.0045341478138232,0.0159431506553822,0.0514096203944905,1,normal,risk_on,0.0718869188636959
2024-08-19,0.0172609412502557,0.0058269872507912,0.0091641582536232,-0.0016380226467286,0.0131359750970776,0.009561370914747,0.004618246307708,-0.0101351736669905,0.0059743103450604,0.0086275581291303,0.0273961149172462,1,normal,risk_on,0.0419979833914369
2024-08-20,-0.0080792109215798,-0.0013443273730298,-0.0243428154484458,0.0036699887797402,-0.0020986020371315,-0.0016261140417987,0.0079682678038661,0.083959080405358,0.0072632833958723,0.0324494087839305,0.1083018958538038,1,normal,risk_on,0.14801458803360662
2024-08-21,0.0366428757006145,0.0010523674238063,0.0226529933357029,-0.0013336178629831,0.0046641813780896,0.0034364414493197,0.000607995554319,0.024559215397492,0.0115353065470451,0.0142994831110359,0.0379764935635976,1,normal,risk_on,0.0638112832216786
2024-08-22,-0.0129673046461273,-0.0036920247282862,-0.003208978571182,-0.0119750112099357,-0.0158548462317088,-0.0078483566284003,-0.0099261156306422,0.0786723259547352,0.0016499610385565,0.0314291425166806,0.0945271721864439,1,normal,risk_on,0.12760627574168099
2024-08-23,0.0614826718213559,0.0106753734349334,0.0539451873202012,0.0115534255207159,0.0108454446615446,0.0106253094436228,0.0065473630161489,-0.0962962765727367,0.0086723123307232,0.0476330274287057,0.1577789483940926,0,stress,defensive,0.21408428815352148
2024-08-26,-0.0225835970701276,0.0021611107862771,-0.0246683332519281,0.0031893380775309,-0.0097083870848502,-0.0023836693208421,-0.0025408449842042,0.0182849916854148,-0.0047811738953411,0.0140978330761824,0.0429533249373429,1,normal,neutral,0.0618323319088664
2024-08-27,-0.0536973901889672,0.0004118268841137,-0.0830234009249578,0.002706671669018,0.0029873843457015,0.0013730985152622,-0.0017323904103557,-0.044582001879949,-0.0219445252487667,0.0336635854828497,0.0860107852706593,1,normal,neutral,0.1416188960022757
2024-08-28,-0.008007978437422,-0.0037540477551385,0.0283435197336019,-0.0070268623074566,-0.011347504258488,-0.0058055825658068,-0.0012246796721903,0.1088788251424888,0.0125069612349485,0.040879839442395,0.1202263294009768,0,stress,defensive,0.1736131300783203
2024-08-29,0.0061082363977882,0.0062478261959895,0.0001491832578726,0.0051779803591895,-0.0014637594070461,8.974548448503761e-05,-0.003270629794895,-0.0853302711712347,-0.0090364610847313,0.0310391951112728,0.0915780973672242,1,normal,neutral,0.1316537535632283
2024-08-30,-0.0045245219909738,0.0055567465202159,-0.0011747515310726,-0.0071260085162319,0.0119193965533885,0.0095459866384983,-0.010663097480788,-0.0415335229631983,-0.0047499715962702,0.0168817059948062,0.0534529195165868,1,normal,neutral,0.0750845971076632
2024-09-03,-0.0284450427036115,-0.0143195963782277,-0.0463257767220719,-0.0043235765879541,-0.0303609300492961,-0.0205789961944716,0.0163551937819632,0.3813332875569659,0.031666820337912,0.1425204205099002,0.4276590642790377,2,shock,risk_off,0.6018463051268499
2024-09-04,0.0094115617770285,0.0004142299766616,0.0117215760329034,0.0006079265001952,-0.0025984535479404,-0.0020468769013446,0.0128898145294713,0.0289575483278619,0.0074196658368546,0.0107020095675742,0.0315560018758023,1,normal,risk_on,0.0496776772802311
2024-09-05,-0.0312403432880655,-0.0047754997177603,-0.0331728310509111,0.0083323069425074,0.0009336564248683,-0.0024320392583009,0.0056562342537815,-0.066604132111628,-0.0154128309756885,0.0260304095936608,0.0749364390541354,1,normal,neutral,0.1163796796234847
2024-09-06,-0.0393823921886807,-0.0097682366772627,-0.0607588810067132,-0.0074026304089563,-0.0267874007341084,-0.0168301579231198,-0.0001005714120037,0.1246230949636313,-0.0045508969234016,0.0557531440301367,0.1853819759703445,0,stress,defensive,0.2456860169238828
